hours-per-week,age,capital-gain,capital-loss,workclass,education-num,marital-status,race,gender,income,occupation
39,17,0,0,4,8,2,4,1,1,7
39,11,0,0,4,13,2,4,1,2,10
39,40,0,0,5,14,2,4,1,0,10
44,22,0,0,4,13,2,4,1,2,4
49,14,0,0,4,13,2,4,1,1,10
39,26,0,0,4,9,2,4,1,2,10
52,6,0,0,4,8,5,4,1,0,3
39,35,0,50,4,12,2,4,1,2,4
39,6,0,0,4,9,4,4,1,0,7
39,46,0,50,4,9,2,4,1,2,4
44,16,95,0,4,13,2,4,1,2,4
39,15,0,0,4,9,2,4,1,2,12
49,18,0,0,4,12,2,4,1,1,10
19,41,0,0,6,12,0,4,0,0,8
49,14,0,0,4,11,0,4,1,2,3
11,53,49,0,0,8,6,4,0,1,0
29,37,0,0,4,11,6,4,0,0,1
39,10,0,0,6,12,4,4,0,1,10
19,6,0,0,4,9,4,4,1,0,6
39,34,98,0,4,12,2,4,1,2,4
39,12,0,0,4,12,2,4,1,2,12
19,41,0,0,5,8,2,4,0,2,4
39,14,0,0,4,9,2,4,1,2,6
49,39,0,0,5,8,2,4,1,2,12
39,15,0,0,4,8,0,4,1,0,3
38,48,0,0,6,13,2,4,1,2,10
64,11,112,0,5,12,2,4,1,2,6
59,16,0,26,6,12,0,4,1,1,3
39,16,0,0,1,8,2,4,1,1,3
44,30,0,0,4,9,0,4,0,2,12
39,21,0,0,1,9,0,4,1,2,1
39,31,0,0,4,12,2,4,1,2,4
44,19,0,0,4,8,2,4,1,1,12
11,1,0,0,4,8,4,4,1,0,8
51,30,0,0,4,10,2,4,1,2,13
39,34,101,0,4,9,5,2,1,2,1
39,10,0,0,4,8,4,2,1,0,3
39,39,0,0,4,8,0,2,1,1,3
39,9,0,0,4,8,4,2,1,0,1
39,27,0,0,4,8,0,2,0,1,7
47,16,0,0,4,8,0,4,1,1,4
39,18,0,0,7,9,5,2,1,0,14
36,73,0,0,4,9,0,2,0,0,12
39,24,0,0,4,12,0,2,1,1,10
39,16,0,0,5,9,2,4,1,1,3
54,16,0,0,4,12,2,2,1,0,12
29,3,0,0,4,9,4,4,0,0,1
49,19,27,0,6,12,4,2,0,1,12
54,41,0,0,4,9,0,2,0,2,1
54,29,0,0,4,9,5,4,1,1,12
39,40,0,0,4,11,0,2,0,1,1
15,49,0,0,4,8,6,4,1,0,3
39,18,0,0,4,8,0,4,0,1,3
39,22,0,0,4,9,0,4,1,1,7
19,34,0,0,4,8,2,4,1,0,3
39,17,0,0,4,12,2,4,1,1,4
49,22,0,0,4,13,4,4,1,2,12
39,13,0,0,4,8,2,4,1,2,4
49,38,0,0,6,9,2,4,1,1,10
29,15,0,0,4,8,2,4,1,1,6
44,23,0,81,4,13,2,4,1,2,4
39,40,0,55,4,13,2,2,1,2,4
39,7,0,0,4,12,4,2,0,0,4
39,17,0,0,2,9,2,4,0,1,8
39,25,0,0,7,8,4,4,1,2,11
39,36,0,0,4,12,0,4,0,1,1
12,67,0,0,4,8,6,4,0,0,8
49,42,112,0,4,12,2,4,1,2,3
39,26,0,0,4,8,4,4,1,0,7
39,22,0,0,4,5,5,4,1,0,7
15,54,59,0,0,12,2,4,1,1,0
44,13,0,74,5,12,4,4,1,1,4
44,21,0,0,4,9,4,4,1,1,10
41,13,0,0,4,12,4,4,1,1,4
64,19,0,0,4,9,2,4,1,1,4
24,6,0,0,4,11,4,4,1,0,6
44,7,0,0,4,8,0,4,0,2,4
24,6,0,0,4,9,4,4,1,0,6
39,30,0,49,4,8,0,4,1,1,12
45,31,0,0,4,8,0,4,1,1,14
14,17,0,0,4,8,2,4,0,1,12
29,26,0,0,4,12,2,4,0,2,10
15,55,0,0,0,11,2,4,1,2,0
59,34,75,0,4,15,0,4,0,2,3
27,24,0,0,0,8,0,2,0,0,0
74,14,0,0,4,13,2,4,1,2,12
24,7,0,0,0,8,2,4,0,0,0
44,17,0,0,2,12,2,2,1,2,3
39,36,0,0,4,8,2,2,1,2,14
64,7,0,0,4,12,4,2,0,1,4
24,4,0,0,4,9,4,2,0,0,12
19,1,0,0,4,9,4,2,1,0,6
19,12,0,0,4,8,4,2,0,0,11
39,2,0,0,4,8,4,4,1,0,6
51,20,0,0,4,8,2,4,1,2,3
24,26,0,0,6,5,0,4,1,0,5
49,22,74,0,4,8,0,4,0,2,12
19,6,0,0,4,9,4,4,0,0,8
39,7,0,0,4,8,4,4,1,0,3
39,14,0,0,4,5,2,4,1,1,14
49,21,0,0,4,12,0,4,1,0,12
44,8,0,0,4,8,2,4,1,1,14
39,29,0,0,4,9,0,4,0,1,1
39,5,0,0,4,10,4,4,1,0,4
47,44,0,0,4,5,2,4,1,1,3
39,21,0,50,2,12,2,2,0,2,10
39,21,0,0,4,12,4,2,1,1,1
39,30,0,0,4,10,2,2,1,1,1
19,21,0,0,0,6,0,2,0,0,0
39,28,0,0,4,8,2,2,1,1,7
39,31,0,0,4,8,0,2,0,0,8
39,8,0,0,4,9,4,2,1,1,7
23,6,0,0,4,9,4,2,0,0,1
0,4,0,0,4,8,4,2,1,0,7
39,22,0,0,4,8,0,2,0,0,1
39,6,0,0,4,9,4,2,0,0,6
39,4,0,0,4,9,4,2,0,0,12
19,44,0,0,1,8,0,2,0,0,1
39,12,0,0,5,11,4,2,0,1,10
24,9,0,0,2,8,4,2,0,0,8
19,22,0,0,5,11,2,4,0,2,4
39,17,0,0,4,8,2,2,1,2,1
39,8,0,0,1,9,2,4,1,1,3
49,24,0,0,7,8,4,4,1,1,3
49,6,0,0,0,2,4,4,1,0,0
39,34,0,0,4,11,5,2,0,0,8
19,37,0,0,0,11,5,2,0,0,0
39,12,0,35,4,9,2,4,1,1,3
34,28,0,0,5,14,2,4,1,2,10
3,0,0,0,5,5,4,4,1,0,8
44,33,112,0,4,11,2,2,1,2,6
34,8,0,0,4,12,4,2,1,0,1
15,18,0,0,4,8,2,4,0,2,8
51,13,81,0,4,10,2,4,1,2,10
1,27,0,0,4,9,2,4,1,1,9
39,18,0,0,4,8,0,4,0,1,12
19,0,0,0,4,5,4,4,0,0,8
35,26,0,0,6,9,0,4,0,1,1
37,17,0,51,4,9,2,4,1,2,10
39,24,0,0,4,13,0,4,0,1,4
39,11,0,0,4,8,0,4,0,1,1
59,31,101,0,0,9,4,4,1,2,0
47,18,70,0,4,8,2,4,1,1,7
39,21,0,0,4,8,4,4,1,1,6
39,29,0,0,4,9,0,4,0,0,1
19,2,109,0,4,9,4,4,0,2,10
39,16,95,0,4,10,2,4,1,2,3
39,13,0,0,6,14,4,4,1,1,10
29,8,38,0,4,12,4,4,0,0,8
19,6,0,0,4,9,4,4,0,0,8
39,49,0,0,0,4,2,4,1,1,0
39,32,0,0,4,9,2,4,1,2,3
39,8,0,0,4,12,4,4,1,1,1
59,30,98,0,4,14,2,4,1,2,4
19,6,0,0,4,11,4,4,0,0,8
39,40,0,0,4,15,2,1,1,2,10
39,6,0,0,4,12,4,1,1,1,12
49,38,0,55,4,13,2,4,1,2,4
29,6,0,0,4,12,4,4,0,0,8
59,19,0,0,4,9,4,4,0,1,4
39,60,0,0,6,9,2,4,1,0,12
49,21,0,0,4,13,2,4,1,1,3
39,45,0,0,0,8,2,4,1,1,0
39,18,0,0,4,9,2,4,1,2,4
49,14,0,0,4,9,2,4,1,2,10
29,29,0,0,4,12,2,4,1,2,12
39,15,0,0,0,9,4,4,0,0,0
29,51,0,0,4,9,0,4,0,0,9
29,25,0,0,4,8,0,4,0,0,8
31,32,0,0,4,9,2,4,1,1,8
49,25,0,0,7,13,2,4,1,2,10
64,26,0,0,6,9,4,4,1,1,12
19,16,0,0,4,13,4,4,1,0,10
59,27,0,0,4,8,2,4,1,1,3
34,3,0,0,4,9,4,4,0,0,12
7,0,0,0,4,6,4,4,0,0,12
39,42,0,0,4,9,2,4,1,2,3
39,15,0,0,4,9,4,4,1,1,4
39,6,0,0,4,8,4,4,1,0,7
39,9,0,0,4,9,0,4,0,0,1
39,36,0,0,4,6,2,4,1,1,3
49,19,0,0,4,12,2,4,1,2,10
4,23,0,0,4,12,2,4,0,0,10
49,73,0,45,4,11,2,4,1,2,12
59,29,0,0,4,9,2,4,1,2,4
59,23,0,0,4,14,2,4,1,2,10
19,3,0,0,7,9,4,4,0,0,8
3,1,0,0,1,6,4,4,1,0,7
44,30,0,0,4,12,2,4,1,2,4
29,6,0,0,4,12,4,4,0,0,12
23,2,0,0,0,9,4,4,1,0,0
24,30,0,0,4,12,0,4,0,1,8
39,25,0,0,4,12,2,4,1,2,12
47,17,0,0,4,10,2,4,1,1,3
39,34,0,0,4,8,2,4,1,2,10
39,11,0,0,4,11,4,4,1,1,10
45,15,0,0,4,12,4,4,0,2,4
9,17,0,0,0,12,2,4,0,2,0
54,21,0,0,4,8,2,4,1,1,12
39,6,0,0,4,9,4,4,1,0,3
39,25,0,0,4,10,2,0,1,2,3
39,22,0,0,4,9,4,4,1,1,14
39,22,0,0,4,8,2,1,1,2,7
39,15,0,0,2,9,4,2,0,1,8
39,41,0,47,4,11,2,2,1,2,7
39,32,0,0,4,5,4,2,0,1,7
39,17,0,0,4,9,2,2,1,2,13
39,17,0,0,4,8,2,4,1,1,14
39,23,0,0,4,8,2,4,1,2,7
39,5,0,0,4,8,4,4,1,0,3
39,2,0,0,4,8,4,4,1,0,10
39,10,0,0,4,8,4,4,1,0,14
44,20,0,0,4,8,2,4,1,2,6
39,22,0,0,4,8,4,4,1,1,7
39,14,0,0,4,8,0,4,1,0,7
49,44,0,0,4,3,2,4,1,2,12
57,25,0,0,4,12,2,4,1,1,14
15,0,0,0,4,5,4,4,0,0,12
39,3,0,0,4,8,4,2,0,0,8
39,25,0,0,4,3,0,4,0,0,8
39,23,0,82,2,9,4,4,1,2,11
47,24,0,0,4,8,2,4,1,1,1
47,34,0,0,4,10,0,2,0,1,13
47,18,0,0,4,8,4,2,0,1,7
39,40,0,0,4,2,5,2,1,0,3
39,48,0,0,0,8,6,2,0,0,0
39,27,0,0,4,10,4,2,1,1,10
39,10,0,0,4,9,4,2,1,0,8
29,8,57,0,4,9,4,2,0,0,12
42,31,0,0,2,12,0,2,0,2,11
39,33,0,0,4,9,0,2,0,1,1
31,6,0,0,4,12,4,2,0,0,13
39,32,0,0,4,0,2,4,1,0,8
31,30,0,0,4,8,0,4,0,0,8
39,33,0,0,4,8,5,4,0,1,1
24,56,0,0,0,8,2,4,1,0,0
51,19,0,0,4,8,2,4,1,2,3
24,0,0,0,4,5,4,4,1,0,8
44,24,0,0,6,9,0,4,1,0,8
39,10,0,0,4,12,4,4,0,1,4
39,20,0,0,4,8,4,4,1,0,7
39,10,0,36,0,9,4,4,1,0,0
49,22,0,0,4,8,2,4,1,2,10
49,22,0,0,5,12,2,4,1,2,10
44,32,0,0,4,10,0,4,1,2,4
49,37,0,0,6,8,2,1,1,1,4
39,30,0,0,4,12,2,4,1,2,10
54,25,0,0,4,13,2,4,1,2,3
49,21,112,0,4,12,2,4,1,2,4
39,23,98,0,4,13,2,4,1,2,10
49,48,0,0,5,8,2,4,1,1,12
39,18,0,0,4,9,4,4,0,1,13
39,14,0,0,4,9,2,4,1,2,3
44,5,0,0,7,8,4,4,0,0,8
39,2,0,0,4,7,4,4,1,0,7
44,0,0,0,4,3,4,4,1,0,3
59,26,112,0,4,9,2,4,1,2,3
44,31,0,0,4,12,2,4,1,2,12
39,36,0,0,4,12,2,4,1,2,10
54,36,0,55,4,13,2,4,1,2,4
59,22,0,0,5,8,2,4,1,2,4
59,25,0,81,4,12,2,4,1,2,4
49,15,0,0,4,8,2,4,1,0,10
47,10,0,0,4,8,4,4,1,0,8
39,14,0,0,4,8,2,4,1,2,8
39,10,27,0,2,8,4,2,1,1,11
39,22,95,0,2,11,2,2,1,2,3
39,9,0,0,4,12,2,4,1,2,14
49,11,81,0,4,12,2,4,1,2,4
39,10,0,0,4,12,2,4,0,1,10
69,11,0,0,4,10,2,4,1,2,13
39,41,0,0,4,8,2,4,1,2,3
39,24,0,0,4,12,4,4,0,0,8
39,29,98,0,4,6,2,2,1,2,8
39,54,89,0,0,9,2,4,1,2,0
39,19,0,0,4,13,4,4,1,1,10
39,7,0,0,4,8,4,4,1,0,1
39,31,0,0,4,12,0,4,1,1,1
9,50,87,0,0,14,2,4,1,2,0
39,50,0,0,4,6,6,4,0,0,8
49,12,0,0,4,12,4,4,1,2,12
44,6,0,0,4,12,4,2,0,1,13
59,11,0,0,4,12,4,2,1,0,3
39,36,0,0,6,5,2,4,1,1,3
44,8,0,0,4,13,4,4,1,1,4
39,33,0,0,4,12,2,4,1,2,12
39,3,0,0,4,9,4,4,1,0,14
15,41,53,0,4,8,2,4,1,1,3
51,10,0,0,4,11,4,4,1,0,12
44,39,95,0,4,9,2,4,1,2,1
39,34,0,0,7,10,2,4,1,2,13
25,2,0,0,4,9,4,4,0,0,8
29,44,0,0,4,8,2,4,1,1,10
47,45,0,0,0,13,2,4,1,2,0
59,10,0,0,4,10,2,4,1,1,8
49,24,0,50,4,12,2,4,1,2,4
39,8,0,0,4,12,2,4,1,1,10
29,22,0,0,2,13,0,4,0,2,10
49,3,0,0,4,9,4,4,1,0,6
44,36,81,0,5,8,2,4,1,2,3
39,9,0,0,4,8,0,4,0,0,1
69,33,0,0,5,9,2,4,1,0,7
39,27,0,0,4,12,0,4,0,1,10
14,2,0,0,4,9,4,4,0,0,8
19,2,0,0,4,9,4,4,0,0,8
39,18,0,0,4,8,0,4,0,0,4
49,25,0,0,4,8,2,4,1,2,14
39,41,0,0,4,8,2,4,1,1,1
19,7,0,0,4,10,4,4,1,0,3
19,2,0,0,4,9,4,4,1,0,13
39,31,0,0,2,12,2,4,1,0,10
39,6,0,0,0,9,4,4,1,0,0
47,26,0,0,4,8,2,4,0,2,6
19,3,0,0,4,8,4,4,0,0,8
19,0,0,0,4,6,4,4,1,0,12
39,41,112,0,4,13,2,4,1,2,4
54,32,0,0,4,12,2,4,1,2,10
47,3,0,0,4,8,4,4,1,0,1
19,2,0,0,4,9,4,4,0,0,7
54,27,0,0,4,15,2,4,1,2,1
39,25,0,0,4,8,2,4,1,1,7
49,30,0,0,4,12,2,4,1,1,10
39,42,0,0,5,14,2,4,1,2,10
39,20,0,0,4,9,2,4,1,2,3
39,13,0,0,4,9,4,4,1,0,13
43,7,0,0,2,9,2,4,0,1,1
49,32,0,51,4,12,2,4,1,2,4
49,6,0,0,4,8,4,4,1,1,13
44,8,0,0,4,8,3,4,1,0,4
39,16,0,0,4,8,0,4,1,1,3
44,18,0,0,4,9,2,4,1,1,3
59,7,0,0,2,12,4,4,0,1,10
49,6,0,0,4,8,2,4,1,1,14
49,13,0,0,4,13,2,1,1,2,10
49,24,0,0,4,13,2,4,0,2,1
49,21,0,0,4,13,2,4,1,2,10
82,17,0,0,4,12,0,4,1,2,4
39,10,0,0,4,12,4,4,0,1,12
54,33,0,0,4,8,5,4,0,0,12
49,16,0,0,4,12,4,4,1,2,12
44,10,0,0,4,11,0,4,0,1,4
21,33,73,0,4,9,0,4,1,1,3
39,16,0,0,4,5,4,4,1,0,5
39,14,0,0,4,5,0,4,1,0,8
52,6,0,0,4,8,4,4,1,1,5
44,9,52,0,4,10,2,4,1,2,12
39,32,0,0,0,5,2,4,0,0,0
45,25,0,56,4,8,0,4,1,1,14
69,18,0,0,4,8,4,4,1,0,3
39,11,0,0,4,8,0,4,1,1,6
39,34,95,0,4,8,2,4,1,2,8
15,11,0,0,4,12,4,4,0,0,1
39,26,0,0,2,9,2,4,1,0,5
39,0,0,0,0,6,4,4,1,0,0
39,2,0,0,4,6,4,2,1,0,8
39,29,0,0,4,8,2,4,0,1,12
39,10,0,0,4,8,4,4,1,0,7
24,14,0,0,4,8,0,4,0,0,12
49,12,0,0,4,8,0,4,1,1,3
21,48,0,0,4,9,6,4,0,0,12
24,22,0,0,6,9,4,4,1,0,3
39,37,0,0,7,8,2,4,1,1,10
15,0,0,0,4,7,4,4,0,0,8
39,15,0,0,4,12,2,4,1,2,10
49,12,0,0,4,12,4,3,0,1,10
23,14,0,0,4,8,4,2,0,0,12
39,22,0,0,0,8,2,2,1,0,0
39,12,0,0,4,9,2,2,0,1,4
44,19,0,0,2,8,2,4,1,2,4
39,27,0,0,4,8,2,4,1,0,3
39,28,0,0,2,9,0,2,0,1,1
39,27,0,0,4,9,2,2,1,1,3
29,4,0,20,0,8,4,2,0,0,0
23,18,0,0,4,12,2,4,0,0,8
39,12,0,0,4,8,2,4,1,2,3
44,38,0,0,1,9,2,4,1,1,3
39,13,0,0,4,8,4,4,1,1,12
59,37,0,0,4,9,2,4,1,0,1
47,21,0,0,4,9,4,4,1,1,1
39,21,0,0,4,8,2,4,1,2,3
39,12,0,0,4,6,0,4,0,0,7
37,31,0,34,4,9,6,2,0,1,4
39,10,0,0,4,9,4,2,0,0,1
41,7,0,0,4,8,2,4,1,1,7
49,34,0,0,4,5,2,4,1,0,3
49,31,0,0,4,11,2,4,1,1,7
39,25,0,0,0,8,5,4,1,1,0
14,0,0,0,4,5,4,4,1,0,12
39,24,0,0,4,12,0,2,0,1,4
39,55,0,0,7,3,6,2,0,0,8
49,34,0,0,0,9,0,2,1,1,0
39,10,0,0,4,8,4,4,0,1,1
39,8,0,0,4,12,4,2,1,1,6
39,37,69,0,4,9,5,2,0,1,13
39,13,0,0,4,5,4,2,0,0,7
39,16,0,0,4,8,2,2,1,1,8
19,36,0,0,4,8,6,2,0,0,8
39,20,95,0,4,15,2,1,1,2,10
49,12,0,0,4,14,2,4,1,2,10
19,4,0,0,4,8,4,4,0,0,8
39,1,0,0,4,8,4,4,0,0,8
39,39,0,0,2,12,0,4,0,1,4
19,2,0,0,4,9,4,4,0,0,12
44,13,0,0,4,13,4,4,1,2,10
39,33,0,0,4,12,0,4,0,1,1
39,26,0,0,4,8,4,4,0,1,12
39,22,0,0,1,13,4,4,1,2,10
39,23,109,0,4,12,0,4,1,2,12
49,27,0,0,2,13,0,4,0,2,10
44,8,0,0,4,13,4,4,1,1,10
39,14,0,0,2,12,4,4,1,1,10
49,43,0,0,0,8,2,4,1,2,0
19,39,0,0,4,3,0,4,0,0,7
39,18,0,0,4,12,2,1,0,2,10
47,43,112,0,4,9,2,4,1,2,3
39,38,0,0,4,12,2,4,1,2,10
29,13,9,0,4,8,0,4,1,1,12
34,6,0,0,0,9,4,4,0,0,0
95,32,71,0,4,5,5,2,1,0,4
39,12,0,0,4,8,2,4,1,1,6
39,34,0,0,4,8,4,4,0,0,7
39,30,0,0,7,4,0,4,0,0,8
55,28,119,0,4,9,0,4,1,2,3
29,20,0,0,4,8,0,2,0,0,8
49,33,112,0,4,13,2,4,1,2,4
39,6,0,0,4,12,4,4,0,0,1
39,2,0,0,0,9,4,4,1,0,0
49,15,0,51,4,8,2,4,1,2,12
44,37,0,0,5,9,2,4,1,2,12
24,14,0,0,4,12,4,4,1,0,10
39,10,0,0,4,8,2,4,1,1,3
39,34,0,0,4,8,2,4,1,1,13
39,8,0,0,4,12,4,4,1,1,10
49,31,0,0,4,12,4,4,1,1,4
39,15,0,0,4,8,2,4,1,1,3
37,22,0,0,4,9,0,4,0,1,12
59,21,0,0,4,9,0,4,1,1,12
39,34,0,0,4,8,2,4,1,1,3
24,4,0,0,7,9,4,4,0,0,8
34,2,0,0,4,9,4,4,1,0,12
5,59,0,0,4,8,6,4,1,0,1
39,31,0,0,4,9,0,4,0,1,4
39,7,0,0,4,9,4,4,0,0,12
59,3,0,0,0,9,4,4,1,0,0
23,8,0,0,4,5,4,4,0,0,9
39,9,0,0,4,8,4,4,0,1,1
63,24,0,0,2,9,2,2,1,2,11
59,14,0,0,4,13,4,1,1,2,1
49,18,0,0,4,12,4,1,1,2,12
39,5,0,77,4,12,4,1,1,1,13
24,9,0,0,4,12,4,1,1,0,10
19,8,0,0,2,12,4,1,1,0,1
49,8,0,0,4,12,4,1,1,1,10
34,40,0,0,4,1,3,4,1,0,8
39,21,0,0,4,1,3,4,1,0,1
39,29,0,0,4,12,2,4,1,2,7
39,23,0,0,4,12,0,2,0,1,1
39,34,82,0,4,6,0,2,0,1,7
39,15,0,0,4,8,4,2,0,0,7
39,9,0,0,4,6,4,2,0,1,8
39,26,0,0,4,12,2,2,0,2,13
39,36,0,0,4,5,2,2,1,0,3
39,16,0,0,4,6,4,2,1,0,6
44,19,0,0,4,8,4,4,1,1,12
64,23,0,0,4,12,4,2,0,1,1
49,54,102,0,4,12,2,2,1,2,10
39,15,0,0,4,9,4,2,0,0,1
34,10,0,0,4,12,4,2,1,0,1
39,12,0,0,4,9,5,2,0,0,8
19,50,0,0,0,8,2,2,1,0,0
39,4,0,0,4,9,4,2,0,0,10
39,27,0,0,4,8,6,2,0,1,7
39,34,0,0,2,15,2,2,0,2,10
34,15,0,0,4,9,4,2,0,0,4
44,27,0,0,4,8,2,4,1,0,7
39,27,0,0,4,9,2,4,1,0,14
24,35,0,0,0,5,0,4,1,0,0
29,42,0,0,4,5,5,2,0,0,9
44,22,0,0,4,7,2,4,1,1,3
44,18,0,0,4,13,2,4,1,2,1
39,14,0,0,4,13,2,4,0,2,4
39,36,0,51,4,12,2,4,1,2,10
17,2,0,0,4,9,4,4,1,0,8
39,23,0,0,4,12,2,4,1,2,10
37,26,0,0,4,12,2,4,1,2,4
39,28,0,0,4,13,0,4,0,1,1
39,5,0,0,0,9,4,4,0,0,0
39,34,104,0,4,12,0,2,1,2,4
39,24,0,0,4,8,3,4,0,1,1
42,19,104,0,4,11,4,2,1,2,12
39,19,0,0,4,12,2,2,1,2,4
49,35,0,55,4,9,2,4,1,2,4
39,42,0,0,4,8,2,4,1,2,3
49,19,0,0,4,9,2,4,1,2,10
59,41,112,0,4,14,2,4,1,2,10
59,35,112,0,4,12,2,4,0,2,12
29,26,0,0,6,14,2,4,1,2,10
39,15,0,0,4,8,4,4,1,1,3
49,26,0,0,4,12,2,4,1,2,4
39,28,0,0,1,9,2,4,1,2,10
39,32,0,0,6,2,2,4,1,2,8
21,3,0,0,4,9,4,4,1,0,8
59,38,0,82,5,8,0,4,1,2,4
39,8,0,0,4,10,4,4,1,1,3
49,13,0,0,4,7,2,4,1,1,3
29,23,0,0,6,9,0,4,1,1,4
34,12,0,0,4,9,0,4,0,1,1
39,10,0,0,4,9,2,4,0,2,4
39,49,83,0,4,11,2,4,1,2,7
52,2,0,0,6,8,4,4,1,0,8
54,21,0,0,5,8,0,4,1,1,12
49,36,0,0,2,9,2,4,1,1,4
39,29,0,51,4,6,2,4,1,2,3
39,5,0,0,4,9,4,4,0,0,10
29,4,0,0,4,9,4,4,1,0,14
14,5,0,0,7,9,4,4,0,0,8
24,3,0,0,4,9,4,4,0,0,1
14,2,0,0,7,9,4,4,1,0,1
11,0,0,0,4,5,4,4,0,0,12
39,50,0,0,4,8,2,4,1,1,8
47,27,95,0,4,12,2,4,1,2,4
9,0,0,0,4,5,4,4,1,0,13
59,30,0,0,4,8,2,4,1,1,4
46,20,0,0,4,11,2,4,1,1,8
44,43,0,0,4,10,6,4,0,0,7
39,24,0,0,4,8,2,4,1,2,7
39,46,0,0,4,8,2,4,1,0,6
39,14,0,0,4,9,4,4,1,0,4
47,10,0,0,4,9,4,4,1,0,7
34,8,0,0,4,9,4,4,0,0,8
39,7,0,0,4,10,0,4,0,1,13
59,22,0,0,4,11,2,4,1,2,3
49,21,0,0,4,12,0,4,0,2,10
44,29,112,0,4,9,2,4,1,2,3
41,7,0,0,4,9,4,4,0,0,7
49,25,0,0,4,8,2,4,1,2,4
34,19,95,0,4,8,2,4,0,2,12
39,24,0,0,6,10,2,4,1,1,3
39,26,103,0,2,13,0,2,0,2,10
39,34,0,0,4,8,2,4,1,2,13
54,15,0,92,4,13,5,4,1,2,4
49,18,0,0,4,9,2,4,1,1,3
39,34,112,0,2,13,2,4,1,2,10
29,26,0,0,7,11,3,4,0,0,8
15,47,0,0,4,6,6,4,0,0,13
49,22,0,0,4,9,2,4,1,1,13
17,17,0,0,4,10,2,4,0,1,1
35,29,0,0,4,12,5,2,0,1,10
19,4,0,0,4,9,4,2,0,0,1
39,25,0,0,4,9,4,4,0,0,8
14,8,0,0,4,12,4,4,0,0,10
39,6,0,0,4,8,4,4,1,0,8
59,28,0,0,4,12,2,4,1,2,10
49,38,0,0,6,4,2,4,1,0,3
39,36,0,0,4,9,2,4,1,2,3
9,5,0,0,4,9,4,4,1,0,5
34,27,101,0,2,13,0,4,0,2,10
39,34,0,0,4,9,4,4,0,0,1
39,28,0,0,4,8,2,4,1,2,3
34,5,0,0,4,8,4,4,0,0,8
39,31,0,0,4,11,0,4,0,0,1
29,16,0,0,4,12,4,4,1,0,6
39,31,0,0,4,10,2,4,1,1,3
19,1,0,0,4,9,4,4,1,0,8
13,0,0,0,4,6,4,4,0,0,12
49,38,0,0,4,8,2,4,1,2,3
39,31,0,0,4,9,6,4,0,2,1
19,5,0,0,4,9,4,4,1,0,12
19,3,0,0,4,9,4,4,1,0,12
54,30,98,0,4,9,2,4,1,2,3
39,23,0,19,4,8,2,4,1,2,4
39,3,0,0,0,9,4,4,1,0,0
39,8,0,0,4,5,4,0,1,0,5
34,5,0,0,4,8,4,4,0,0,1
49,9,53,0,4,9,2,4,1,1,7
44,23,0,0,4,12,2,4,1,2,4
55,38,0,0,4,8,2,4,1,2,12
1,7,0,0,2,11,4,4,0,0,10
29,40,0,0,4,8,6,4,0,0,8
39,4,0,0,4,9,4,4,1,0,12
39,9,0,0,4,11,2,4,0,1,1
19,30,0,0,4,8,0,4,0,0,1
39,11,0,0,4,8,0,4,1,0,6
39,6,0,0,4,9,4,4,1,0,3
39,30,73,0,4,8,0,4,1,1,7
39,12,0,0,4,8,4,4,1,0,14
29,9,0,0,4,8,4,4,1,0,8
44,26,0,0,4,9,0,4,1,1,1
82,14,0,0,4,8,4,4,1,1,8
29,28,0,0,4,8,0,4,0,0,4
39,9,0,0,4,8,4,4,0,0,6
34,3,0,0,4,8,4,4,0,0,12
34,28,0,93,4,15,0,2,0,2,10
39,35,0,0,4,8,2,4,1,1,3
39,8,0,0,4,11,4,4,0,0,13
39,6,0,0,4,8,4,4,0,0,13
24,2,0,0,4,9,4,4,0,0,8
39,6,0,0,1,9,4,4,1,0,2
3,48,0,31,2,13,2,4,1,1,10
49,34,0,0,4,9,2,4,1,2,3
32,53,61,0,4,8,2,4,1,1,14
39,9,0,0,4,7,4,4,1,0,6
44,11,0,0,4,8,0,4,1,1,3
44,21,0,0,4,8,0,4,1,1,7
39,11,0,0,7,9,5,4,0,1,1
44,26,0,0,4,9,0,4,1,1,10
14,0,0,0,4,5,4,4,0,0,12
15,54,0,0,4,8,6,4,0,0,12
49,33,0,0,4,8,2,4,1,2,14
39,32,0,0,4,9,2,4,1,1,7
39,5,0,0,4,8,4,4,1,0,7
47,35,0,0,4,5,2,4,1,1,7
49,9,0,0,4,8,4,4,1,0,14
39,24,0,0,2,8,2,4,1,1,3
35,5,0,0,4,8,4,4,0,0,12
39,19,0,0,4,8,0,4,0,0,4
29,4,0,0,4,9,4,4,1,0,6
39,19,81,0,4,8,2,4,1,2,3
39,9,52,0,4,9,2,4,1,2,13
45,13,0,0,0,13,2,4,1,2,0
39,18,0,0,4,8,0,4,1,0,6
59,20,0,0,4,13,0,4,1,2,4
39,18,93,0,4,10,0,4,0,1,1
49,12,29,0,6,9,0,4,1,1,3
59,35,112,0,4,9,2,4,1,2,14
49,13,98,0,4,12,2,4,1,2,10
39,14,0,0,4,6,2,4,0,1,8
14,49,0,0,4,9,4,4,0,1,10
39,47,0,0,6,6,2,4,1,0,3
34,9,0,0,4,8,4,4,1,0,3
51,17,0,0,4,8,2,0,1,1,14
47,21,0,0,4,8,2,4,1,1,7
44,24,0,50,4,8,2,4,1,2,14
49,13,0,47,4,12,2,4,1,2,4
